,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,dummy,checking_account_status_cat,credit_history_cat,purpose_cat,savings_account_balance_cat,time_employed_yrs_cat,gender_status_cat,other_signators_cat,property_cat,other_credit_outstanding_cat,home_ownership_cat,job_category_cat,telephone_cat,foreign_worker_cat
894,0 - 200 DM,24,critical account - other non-bank loans,business,2825,unknown/none,4 - 7 years,4,male-single,none,3,unknown-none,34,none,own,2,skilled,2,yes,yes,0,1.0,0,1,0,4,1,3,2,3,1,1,1,1,1
895,0 - 200 DM,48,current loans paid,business,15672,< 100 DM,1 - 4 years,2,male-single,none,2,car or other,23,none,own,1,skilled,1,yes,yes,1,1.0,0,2,0,2,0,3,2,1,1,1,1,1,1
896,none,36,critical account - other non-bank loans,car (new),6614,< 100 DM,>= 7 years,4,male-single,none,4,car or other,34,none,own,2,highly skilled,1,yes,yes,0,1.0,3,1,1,2,3,3,2,1,1,1,0,1,1
897,none,28,all loans at bank paid,car (used),7824,unknown/none,< 1 year,3,male-single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,0,1.0,3,0,2,4,2,3,1,2,0,2,1,1,1
898,< 0 DM,27,critical account - other non-bank loans,business,2442,< 100 DM,>= 7 years,4,male-single,none,4,car or other,43,stores,own,4,highly skilled,2,yes,yes,0,1.0,1,1,0,2,3,3,2,1,2,1,0,1,1
899,none,15,critical account - other non-bank loans,radio/television,1829,< 100 DM,>= 7 years,4,male-single,none,4,car or other,46,none,own,2,skilled,1,yes,yes,0,1.0,3,1,7,2,3,3,2,1,1,1,1,1,1
900,< 0 DM,12,critical account - other non-bank loans,car (new),2171,< 100 DM,1 - 4 years,4,male-single,none,4,building society savings/life insurance,38,bank,own,2,unskilled-resident,1,none,no,0,1.0,1,1,1,2,0,3,2,0,0,1,3,0,0
901,0 - 200 DM,36,critical account - other non-bank loans,car (used),5800,< 100 DM,1 - 4 years,3,male-single,none,4,car or other,34,none,own,2,skilled,1,yes,yes,0,1.0,0,1,2,2,0,3,2,1,1,1,1,1,1
902,0 - 200 DM,24,current loans paid,furniture/equipment,4351,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,48,none,own,1,unskilled-resident,1,yes,yes,0,1.0,0,2,5,4,0,0,2,0,1,1,3,1,1
903,< 0 DM,6,critical account - other non-bank loans,furniture/equipment,1872,< 100 DM,unemployed,4,male-single,none,4,unknown-none,36,none,for free,3,highly skilled,1,yes,yes,0,1.0,1,1,5,2,4,3,2,3,1,0,0,1,1
904,none,18,critical account - other non-bank loans,radio/television,1169,unknown/none,1 - 4 years,4,male-single,none,3,building society savings/life insurance,29,none,own,2,skilled,1,yes,yes,0,1.0,3,1,7,4,0,3,2,0,1,1,1,1,1
905,none,36,past payment delays,car (used),8947,unknown/none,4 - 7 years,3,male-single,none,2,car or other,31,stores,own,1,highly skilled,2,yes,yes,0,1.0,3,4,2,4,1,3,2,1,2,1,0,1,1
906,< 0 DM,21,current loans paid,radio/television,2606,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,28,none,rent,1,highly skilled,1,yes,yes,0,1.0,1,2,7,2,2,0,2,0,1,2,0,1,1
907,none,12,critical account - other non-bank loans,furniture/equipment,1592,>= 1000 DM,4 - 7 years,3,female-divorced/separated/married,none,2,building society savings/life insurance,35,none,own,1,skilled,1,none,no,0,1.0,3,1,5,3,1,0,2,0,1,1,1,0,0
908,none,15,current loans paid,furniture/equipment,2186,unknown/none,4 - 7 years,1,female-divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled-resident,1,none,yes,0,1.0,3,2,5,4,1,0,2,2,0,2,3,0,1
909,< 0 DM,18,current loans paid,furniture/equipment,4153,< 100 DM,1 - 4 years,2,male-single,co-applicant,3,car or other,42,none,own,1,skilled,1,none,yes,1,1.0,1,2,5,2,0,3,0,1,1,1,1,0,1
910,none,24,current loans paid,car (used),9277,unknown/none,1 - 4 years,2,male-divorced/separated,none,4,unknown-none,48,none,for free,1,skilled,1,yes,yes,0,1.0,3,2,2,4,0,1,2,3,1,0,1,1,1
911,none,15,current loans paid,car (used),4657,< 100 DM,1 - 4 years,3,male-single,none,2,car or other,30,none,own,1,skilled,1,yes,yes,0,1.0,3,2,2,2,0,3,2,1,1,1,1,1,1
912,< 0 DM,16,critical account - other non-bank loans,car (new),2625,< 100 DM,>= 7 years,2,male-single,guarantor,4,building society savings/life insurance,43,bank,rent,1,skilled,1,yes,yes,1,1.0,1,1,1,2,3,3,1,0,0,2,1,1,1
913,none,20,critical account - other non-bank loans,car (new),3485,unknown/none,< 1 year,2,male-divorced/separated,none,4,real estate,44,none,own,2,skilled,1,yes,yes,0,1.0,3,1,1,4,2,1,2,2,1,1,1,1,1
914,none,36,critical account - other non-bank loans,car (used),10477,unknown/none,>= 7 years,2,male-single,none,4,unknown-none,42,none,for free,2,skilled,1,none,yes,0,1.0,3,1,2,4,3,3,2,3,1,0,1,0,1
915,none,15,current loans paid,radio/television,1386,unknown/none,1 - 4 years,4,male-married/widowed,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,0,1.0,3,2,7,4,0,2,2,2,1,2,1,1,1
916,none,24,current loans paid,radio/television,1278,< 100 DM,>= 7 years,4,male-single,none,1,real estate,36,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,7,2,3,3,2,2,1,1,0,1,1
917,< 0 DM,12,current loans paid,radio/television,1107,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,20,none,rent,1,highly skilled,2,yes,yes,0,1.0,1,2,7,2,0,3,2,2,1,2,0,1,1
918,< 0 DM,21,current loans paid,car (new),3763,unknown/none,4 - 7 years,2,male-single,co-applicant,2,real estate,24,none,own,1,unskilled-resident,1,none,no,0,1.0,1,2,1,4,1,3,0,2,1,1,3,0,0
919,0 - 200 DM,36,current loans paid,education,3711,unknown/none,1 - 4 years,2,male-married/widowed,none,2,car or other,27,none,own,1,skilled,1,none,yes,0,1.0,0,2,4,4,0,2,2,1,1,1,1,0,1
920,none,15,past payment delays,car (used),3594,< 100 DM,< 1 year,1,female-divorced/separated/married,none,2,building society savings/life insurance,46,none,own,2,unskilled-resident,1,none,yes,0,1.0,3,4,2,2,2,0,2,0,1,1,3,0,1
921,0 - 200 DM,9,current loans paid,car (new),3195,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,2,real estate,33,none,own,1,unskilled-resident,1,none,yes,0,1.0,0,2,1,4,0,0,2,2,1,1,3,0,1
922,none,36,past payment delays,radio/television,4454,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,34,none,own,2,skilled,1,none,yes,0,1.0,3,4,7,2,0,0,2,2,1,1,1,0,1
923,0 - 200 DM,24,critical account - other non-bank loans,furniture/equipment,4736,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,car or other,25,bank,own,1,unskilled-resident,1,none,yes,1,1.0,0,1,5,2,2,0,2,1,0,1,3,0,1
924,0 - 200 DM,30,current loans paid,radio/television,2991,unknown/none,>= 7 years,2,female-divorced/separated/married,none,4,car or other,25,none,own,1,skilled,1,none,yes,0,1.0,0,2,7,4,3,0,2,1,1,1,1,0,1
925,none,11,current loans paid,business,2142,>= 1000 DM,>= 7 years,1,male-divorced/separated,none,2,real estate,28,none,own,1,skilled,1,yes,yes,0,1.0,3,2,0,3,3,1,2,2,1,1,1,1,1
926,< 0 DM,24,all loans at bank paid,business,3161,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,31,none,rent,1,skilled,1,yes,yes,1,1.0,1,0,0,2,0,3,2,0,1,2,1,1,1
927,0 - 200 DM,48,no credit - paid,other,18424,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,2,building society savings/life insurance,32,bank,own,1,highly skilled,1,yes,no,1,1.0,0,3,6,2,0,0,2,0,0,1,0,1,0
928,none,10,current loans paid,car (used),2848,100 - 500 DM,1 - 4 years,1,male-single,co-applicant,2,real estate,32,none,own,1,skilled,2,none,yes,0,1.0,3,2,2,0,0,3,0,2,1,1,1,0,1
929,< 0 DM,6,current loans paid,car (new),14896,< 100 DM,>= 7 years,1,male-single,none,4,unknown-none,68,bank,own,1,highly skilled,1,yes,yes,1,1.0,1,2,1,2,3,3,2,3,0,1,0,1,1
930,< 0 DM,24,current loans paid,furniture/equipment,2359,100 - 500 DM,unemployed,1,male-divorced/separated,none,1,building society savings/life insurance,33,none,own,1,skilled,1,none,yes,1,1.0,1,2,5,0,4,1,2,0,1,1,1,0,1
931,< 0 DM,24,current loans paid,furniture/equipment,3345,< 100 DM,>= 7 years,4,male-single,none,2,building society savings/life insurance,39,none,rent,1,highly skilled,1,yes,yes,1,1.0,1,2,5,2,3,3,2,0,1,2,0,1,1
932,none,18,critical account - other non-bank loans,furniture/equipment,1817,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,unknown-none,28,none,own,2,skilled,1,none,yes,0,1.0,3,1,5,2,0,0,2,3,1,1,1,0,1
933,none,48,past payment delays,radio/television,12749,500 - 1000 DM,4 - 7 years,4,male-single,none,1,car or other,37,none,own,1,highly skilled,1,yes,yes,0,1.0,3,4,7,1,1,3,2,1,1,1,0,1,1
934,< 0 DM,9,current loans paid,radio/television,1366,< 100 DM,< 1 year,3,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,rent,1,skilled,1,none,yes,1,1.0,1,2,7,2,2,0,2,0,1,2,1,0,1
935,0 - 200 DM,12,current loans paid,car (new),2002,< 100 DM,4 - 7 years,3,male-single,none,4,building society savings/life insurance,30,none,rent,1,skilled,2,yes,yes,0,1.0,0,2,1,2,1,3,2,0,1,2,1,1,1
936,< 0 DM,24,all loans at bank paid,furniture/equipment,6872,< 100 DM,< 1 year,2,male-divorced/separated,none,1,building society savings/life insurance,55,bank,own,1,skilled,1,yes,yes,1,1.0,1,0,5,2,2,1,2,0,0,1,1,1,1
937,< 0 DM,12,all loans at bank paid,car (new),697,< 100 DM,< 1 year,4,male-single,none,2,car or other,46,bank,own,2,skilled,1,yes,yes,1,1.0,1,0,1,2,2,3,2,1,0,1,1,1,1
938,< 0 DM,18,critical account - other non-bank loans,furniture/equipment,1049,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,21,none,rent,1,skilled,1,none,yes,0,1.0,1,1,5,2,2,0,2,0,1,2,1,0,1
939,< 0 DM,48,current loans paid,car (used),10297,< 100 DM,4 - 7 years,4,male-single,none,4,unknown-none,39,stores,for free,3,skilled,2,yes,yes,1,1.0,1,2,2,2,1,3,2,3,2,0,1,1,1
940,none,30,current loans paid,radio/television,1867,unknown/none,>= 7 years,4,male-single,none,4,car or other,58,none,own,1,skilled,1,yes,yes,0,1.0,3,2,7,4,3,3,2,1,1,1,1,1,1
941,< 0 DM,12,past payment delays,car (new),1344,< 100 DM,1 - 4 years,4,male-single,none,2,real estate,43,none,own,2,unskilled-resident,2,none,yes,0,1.0,1,4,1,2,0,3,2,2,1,1,3,0,1
942,< 0 DM,24,current loans paid,furniture/equipment,1747,< 100 DM,< 1 year,4,male-single,co-applicant,1,building society savings/life insurance,24,none,own,1,unskilled-resident,1,none,no,0,1.0,1,2,5,2,2,3,0,0,1,1,3,0,0
943,0 - 200 DM,9,current loans paid,radio/television,1670,< 100 DM,< 1 year,4,female-divorced/separated/married,none,2,car or other,22,none,own,1,skilled,1,yes,yes,1,1.0,0,2,7,2,2,0,2,1,1,1,1,1,1
944,none,9,critical account - other non-bank loans,car (new),1224,< 100 DM,1 - 4 years,3,male-single,none,1,real estate,30,none,own,2,skilled,1,none,yes,0,1.0,3,1,1,2,0,3,2,2,1,1,1,0,1
945,none,12,critical account - other non-bank loans,radio/television,522,500 - 1000 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,42,none,own,2,skilled,2,yes,yes,0,1.0,3,1,7,1,3,3,2,0,1,1,1,1,1
946,< 0 DM,12,current loans paid,radio/television,1498,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,1,car or other,23,bank,own,1,skilled,1,none,yes,0,1.0,1,2,7,2,0,0,2,1,0,1,1,0,1
947,0 - 200 DM,30,past payment delays,radio/television,1919,100 - 500 DM,< 1 year,4,male-single,none,3,unknown-none,30,stores,own,2,highly skilled,1,none,yes,1,1.0,0,4,7,0,2,3,2,3,2,1,0,0,1
948,> 200 DM or salary assignment,9,current loans paid,radio/television,745,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,real estate,28,none,own,1,unskilled-resident,1,none,yes,1,1.0,2,2,7,2,0,0,2,2,1,1,3,0,1
949,0 - 200 DM,6,current loans paid,radio/television,2063,< 100 DM,< 1 year,4,male-married/widowed,none,3,car or other,30,none,rent,1,highly skilled,1,yes,yes,0,1.0,0,2,7,2,2,2,2,1,1,2,0,1,1
950,0 - 200 DM,60,current loans paid,education,6288,< 100 DM,1 - 4 years,4,male-single,none,4,unknown-none,42,none,for free,1,skilled,1,none,yes,1,1.0,0,2,4,2,0,3,2,3,1,0,1,0,1
951,none,24,critical account - other non-bank loans,car (used),6842,unknown/none,1 - 4 years,2,male-single,none,4,building society savings/life insurance,46,none,own,2,highly skilled,2,yes,yes,0,1.0,3,1,2,4,0,3,2,0,1,1,0,1,1
952,none,12,current loans paid,car (new),3527,unknown/none,< 1 year,2,male-single,none,3,building society savings/life insurance,45,none,own,1,highly skilled,2,yes,yes,0,1.0,3,2,1,4,2,3,2,0,1,1,0,1,1
953,none,10,current loans paid,car (new),1546,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,31,none,own,1,unskilled-resident,2,none,no,0,1.0,3,2,1,2,0,3,2,2,1,1,3,0,0
954,none,24,current loans paid,furniture/equipment,929,unknown/none,4 - 7 years,4,male-single,none,2,car or other,31,stores,own,1,skilled,1,yes,yes,0,1.0,3,2,5,4,1,3,2,1,2,1,1,1,1
955,none,4,critical account - other non-bank loans,car (new),1455,< 100 DM,4 - 7 years,2,male-single,none,1,real estate,42,none,own,3,unskilled-resident,2,none,yes,0,1.0,3,1,1,2,1,3,2,2,1,1,3,0,1
956,< 0 DM,15,current loans paid,furniture/equipment,1845,< 100 DM,< 1 year,4,female-divorced/separated/married,guarantor,1,building society savings/life insurance,46,none,rent,1,skilled,1,none,yes,0,1.0,1,2,5,2,2,0,1,0,1,2,1,0,1
957,0 - 200 DM,48,no credit - paid,car (new),8358,500 - 1000 DM,< 1 year,1,female-divorced/separated/married,none,1,car or other,30,none,own,2,skilled,1,none,yes,0,1.0,0,3,1,1,2,0,2,1,1,1,1,0,1
958,< 0 DM,24,all loans at bank paid,furniture/equipment,3349,500 - 1000 DM,< 1 year,4,male-single,none,4,unknown-none,30,none,for free,1,skilled,2,yes,yes,1,1.0,1,0,5,1,2,3,2,3,1,0,1,1,1
959,none,12,current loans paid,car (new),2859,unknown/none,unemployed,4,male-single,none,4,unknown-none,38,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,1,4,4,3,2,3,1,1,0,1,1
960,none,18,current loans paid,furniture/equipment,1533,< 100 DM,< 1 year,4,male-married/widowed,co-applicant,1,building society savings/life insurance,43,none,own,1,unskilled-resident,2,none,yes,1,1.0,3,2,5,2,2,2,0,0,1,1,3,0,1
961,none,24,current loans paid,radio/television,3621,100 - 500 DM,>= 7 years,2,male-single,none,4,car or other,31,none,own,2,skilled,1,none,yes,1,1.0,3,2,7,0,3,3,2,1,1,1,1,0,1
962,0 - 200 DM,18,critical account - other non-bank loans,business,3590,< 100 DM,unemployed,3,male-married/widowed,none,3,car or other,40,none,own,3,unemployed-unskilled-non-resident,2,yes,yes,0,1.0,0,1,0,2,4,2,2,1,1,1,2,1,1
963,< 0 DM,36,past payment delays,business,2145,< 100 DM,4 - 7 years,2,male-single,none,1,car or other,24,none,own,2,skilled,1,yes,yes,1,1.0,1,4,0,2,1,3,2,1,1,1,1,1,1
964,0 - 200 DM,24,current loans paid,car (used),4113,500 - 1000 DM,< 1 year,3,female-divorced/separated/married,none,4,car or other,28,none,rent,1,skilled,1,none,yes,1,1.0,0,2,2,1,2,0,2,1,1,2,1,0,1
965,none,36,current loans paid,furniture/equipment,10974,< 100 DM,unemployed,4,female-divorced/separated/married,none,2,car or other,26,none,own,2,highly skilled,1,yes,yes,1,1.0,3,2,5,2,4,0,2,1,1,1,0,1,1
966,< 0 DM,12,current loans paid,car (new),1893,< 100 DM,1 - 4 years,4,female-divorced/separated/married,guarantor,4,building society savings/life insurance,29,none,own,1,skilled,1,yes,yes,0,1.0,1,2,1,2,0,0,1,0,1,1,1,1,1
967,< 0 DM,24,critical account - other non-bank loans,radio/television,1231,>= 1000 DM,>= 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,57,none,rent,2,highly skilled,1,yes,yes,0,1.0,1,1,7,3,3,0,2,0,1,2,0,1,1
968,> 200 DM or salary assignment,30,critical account - other non-bank loans,radio/television,3656,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,49,stores,own,2,unskilled-resident,1,none,yes,0,1.0,2,1,7,4,3,3,2,0,2,1,3,0,1
969,0 - 200 DM,9,critical account - other non-bank loans,radio/television,1154,< 100 DM,>= 7 years,2,male-single,none,4,real estate,37,none,own,3,unskilled-resident,1,none,yes,0,1.0,0,1,7,2,3,3,2,2,1,1,3,0,1
970,< 0 DM,28,current loans paid,car (new),4006,< 100 DM,1 - 4 years,3,male-single,none,2,car or other,45,none,own,1,unskilled-resident,1,none,yes,1,1.0,1,2,1,2,0,3,2,1,1,1,3,0,1
971,0 - 200 DM,24,current loans paid,furniture/equipment,3069,100 - 500 DM,>= 7 years,4,male-single,none,4,unknown-none,30,none,for free,1,skilled,1,none,yes,0,1.0,0,2,5,0,3,3,2,3,1,0,1,0,1
972,none,6,critical account - other non-bank loans,radio/television,1740,< 100 DM,>= 7 years,2,male-married/widowed,none,2,real estate,30,none,rent,2,skilled,1,none,yes,0,1.0,3,1,7,2,3,2,2,2,1,2,1,0,1
973,0 - 200 DM,21,past payment delays,car (new),2353,< 100 DM,1 - 4 years,1,male-divorced/separated,none,4,building society savings/life insurance,47,none,own,2,skilled,1,none,yes,0,1.0,0,4,1,2,0,1,2,0,1,1,1,0,1
974,none,15,current loans paid,car (new),3556,unknown/none,1 - 4 years,3,male-single,none,2,unknown-none,29,none,own,1,skilled,1,none,yes,0,1.0,3,2,1,4,0,3,2,3,1,1,1,0,1
975,none,24,current loans paid,radio/television,2397,500 - 1000 DM,>= 7 years,3,male-single,none,2,car or other,35,bank,own,2,skilled,1,yes,yes,1,1.0,3,2,7,1,3,3,2,1,0,1,1,1,1
976,0 - 200 DM,6,current loans paid,repairs,454,< 100 DM,< 1 year,3,male-married/widowed,none,1,building society savings/life insurance,22,none,own,1,unskilled-resident,1,none,yes,0,1.0,0,2,8,2,2,2,2,0,1,1,3,0,1
977,0 - 200 DM,30,current loans paid,radio/television,1715,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,1,car or other,26,none,own,1,skilled,1,none,yes,0,1.0,0,2,7,4,0,0,2,1,1,1,1,0,1
978,0 - 200 DM,27,critical account - other non-bank loans,radio/television,2520,500 - 1000 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,23,none,own,2,unskilled-resident,1,none,yes,1,1.0,0,1,7,1,0,3,2,0,1,1,3,0,1
979,none,15,current loans paid,radio/television,3568,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,2,car or other,54,bank,rent,1,highly skilled,1,yes,yes,0,1.0,3,2,7,2,3,0,2,1,0,2,0,1,1
980,none,42,current loans paid,radio/television,7166,unknown/none,4 - 7 years,2,male-married/widowed,none,4,building society savings/life insurance,29,none,rent,1,skilled,1,yes,yes,0,1.0,3,2,7,4,1,2,2,0,1,2,1,1,1
981,< 0 DM,11,critical account - other non-bank loans,car (new),3939,< 100 DM,1 - 4 years,1,male-single,none,2,real estate,40,none,own,2,unskilled-resident,2,none,yes,0,1.0,1,1,1,2,0,3,2,2,1,1,3,0,1
982,0 - 200 DM,15,current loans paid,repairs,1514,100 - 500 DM,1 - 4 years,4,male-single,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes,0,1.0,0,2,8,0,0,3,1,2,1,1,1,0,1
983,none,24,current loans paid,car (new),7393,< 100 DM,1 - 4 years,1,male-single,none,4,building society savings/life insurance,43,none,own,1,unskilled-resident,2,none,yes,0,1.0,3,2,1,2,0,3,2,0,1,1,3,0,1
984,< 0 DM,24,all loans at bank paid,car (new),1193,< 100 DM,unemployed,1,female-divorced/separated/married,co-applicant,4,unknown-none,29,none,rent,2,unemployed-unskilled-non-resident,1,none,yes,1,1.0,1,0,1,2,4,0,0,3,1,2,2,0,1
985,< 0 DM,60,current loans paid,business,7297,< 100 DM,>= 7 years,4,male-single,co-applicant,4,unknown-none,36,none,rent,1,skilled,1,none,yes,1,1.0,1,2,0,2,3,3,0,3,1,2,1,0,1
986,none,30,critical account - other non-bank loans,radio/television,2831,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,33,none,own,1,skilled,1,yes,yes,0,1.0,3,1,7,2,0,0,2,1,1,1,1,1,1
987,> 200 DM or salary assignment,24,current loans paid,radio/television,1258,500 - 1000 DM,1 - 4 years,3,female-divorced/separated/married,none,3,car or other,57,none,own,1,unskilled-resident,1,none,yes,0,1.0,2,2,7,1,0,0,2,1,1,1,3,0,1
988,0 - 200 DM,6,current loans paid,radio/television,753,< 100 DM,1 - 4 years,2,female-divorced/separated/married,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,0,1.0,0,2,7,2,0,0,1,2,1,1,1,0,1
989,0 - 200 DM,18,past payment delays,business,2427,unknown/none,>= 7 years,4,male-single,none,2,building society savings/life insurance,42,none,own,2,skilled,1,none,yes,0,1.0,0,4,0,4,3,3,2,0,1,1,1,0,1
990,none,24,past payment delays,car (new),2538,< 100 DM,>= 7 years,4,male-single,none,4,car or other,47,none,own,2,unskilled-resident,2,none,yes,1,1.0,3,4,1,2,3,3,2,1,1,1,3,0,1
991,0 - 200 DM,15,all loans at bank paid,car (new),1264,100 - 500 DM,1 - 4 years,2,male-married/widowed,none,2,building society savings/life insurance,25,none,rent,1,skilled,1,none,yes,1,1.0,0,0,1,0,0,2,2,0,1,2,1,0,1
992,0 - 200 DM,30,critical account - other non-bank loans,furniture/equipment,8386,< 100 DM,4 - 7 years,2,male-single,none,2,building society savings/life insurance,49,none,own,1,skilled,1,none,yes,1,1.0,0,1,5,2,1,3,2,0,1,1,1,0,1
993,none,48,current loans paid,business,4844,< 100 DM,unemployed,3,male-single,none,2,car or other,33,bank,rent,1,highly skilled,1,yes,yes,1,1.0,3,2,0,2,4,3,2,1,0,2,0,1,1
994,> 200 DM or salary assignment,21,current loans paid,car (new),2923,100 - 500 DM,1 - 4 years,1,female-divorced/separated/married,none,1,car or other,28,bank,own,1,highly skilled,1,yes,yes,0,1.0,2,2,1,0,0,0,2,1,0,1,0,1,1
995,< 0 DM,36,current loans paid,car (used),8229,< 100 DM,1 - 4 years,2,male-single,none,2,building society savings/life insurance,26,none,own,1,skilled,2,none,yes,1,1.0,1,2,2,2,0,3,2,0,1,1,1,0,1
